"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate"
"Bhubaneswar","BP-BMC-2022-03-18-001822","BPA2","2022-03-18","2022-03-18","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-08-001472","BPA1","2022-03-08","2022-03-10","APPROVED","BP/BDA/000453","2022-07-26"
"Berhampur","BP-BAM-2022-07-05-005803","BPA1","2022-07-05","2022-07-05","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-07-15-006136","BPA1","2022-07-15","2022-07-16","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-14-004690","BPA1","2022-06-14","2022-06-14","APPROVED","BP/BAM/000342","2022-07-11"
"Bhubaneswar","BP-BMC-2022-05-14-003591","BPA1","2022-05-14","2022-05-14","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-02-004065","BPA1","2022-06-02","2022-06-03","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-20-006350","BPA1","2022-07-20","2022-07-20","APPROVED","BP/CTC/000413","2022-07-22"
"Chatrapur","BP-CHH-2022-05-19-003734","BPA1","2022-05-19","2022-07-25","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Sambalpur","BP-SMB-2022-06-02-004047","BPA1","2022-06-02","2022-06-29","APPROVED","BP/SMB/000344","2022-07-12"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-24-001125","BPA2","2022-02-24","2022-03-04","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-07-005903","BPA1","2022-07-07","2022-07-07","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002706","BPA1","2022-04-21","2022-04-23","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-06-30-005610","BPA1","2022-06-30","2022-07-01","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003572","BPA1","2022-05-13","2022-05-14","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-20-004926","BPA1","2022-06-20","2022-06-20","APPROVAL_INPROGRESS",NULL,NULL
"Chatrapur","BP-CHH-2022-04-30-003085","BPA1","2022-04-30","2022-04-30","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-23-002799","BPA1","2022-04-23","2022-05-07","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-28-005492","BPA2","2022-06-28","2022-07-12","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-01-005632","BPA1","2022-07-01","2022-07-06","APPROVED","BP/CTC/000469","2022-07-28"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-23-005043","BPA1","2022-06-23","2022-06-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-23-005044","BPA1","2022-06-23","2022-06-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-23-005047","BPA1","2022-06-23","2022-06-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-11-005999","BPA1","2022-07-11","2022-07-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-06-005826","BPA1","2022-07-06","2022-07-09","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-06-21-004938","BPA1","2022-06-21","2022-06-21","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-06-18-004815","BPA1","2022-06-18","2022-06-18","APPROVED","BP/BAM/000454","2022-07-26"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-15-006172","BPA1","2022-07-15","2022-07-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-06-005810","BPA1","2022-07-06","2022-07-08","APPROVED","BP/BAM/000375","2022-07-16"
"Sambalpur","BP-SMB-2022-07-12-006043","BPA1","2022-07-12","2022-07-12","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-29-003846","BPA1","2022-05-29","2022-05-29","APPROVED","BP/BMC/000351","2022-07-13"
"Sambalpur","BP-SMB-2022-07-12-006045","BPA2","2022-07-12","2022-07-13","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-18-004824","BPA1","2022-06-18","2022-06-20","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-28-003009","BPA1","2022-04-28","2022-04-28","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-17-001786","BPA1","2022-03-17","2022-03-17","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-30-002035","BPA1","2022-03-30","2022-03-30","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-11-006003","BPA1","2022-07-11","2022-07-11","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-13-006077","BPA1","2022-07-13",NULL,"INITIATED",NULL,NULL
"Chatrapur","BP-CHH-2022-06-02-004055","BPA1","2022-06-02","2022-06-04","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-13-002511","BPA1","2022-04-13","2022-04-21","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-17-004772","BPA1","2022-06-17","2022-06-18","APPROVED","BP/BDA/000414","2022-07-22"
"Berhampur","BP-BAM-2022-04-25-002833","BPA1","2022-04-25","2022-04-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001754","BPA1","2022-03-16","2022-03-16","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-07-04-005687","BPA1","2022-07-04","2022-07-04","APPROVED","BP/BED/000406","2022-07-21"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-13-006076","BPA1","2022-07-13","2022-07-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-01-003994","BPA1","2022-06-01","2022-06-04","APPROVED","BP/BMC/000343","2022-07-11"
"Rourkela","BP-RRK-2022-07-09-005946","BPA2","2022-07-09","2022-07-09","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-02-003108","BPA1","2022-05-02","2022-05-10","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Sambalpur","BP-SMB-2022-06-11-004630","BPA1","2022-06-11","2022-06-12","APPROVED","BP/SMB/000371","2022-07-15"
"Bhubaneswar","BP-BMC-2022-01-24-000518","BPA1","2022-01-24","2022-05-17","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-09-005953","BPA2","2022-07-09","2022-07-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-08-001501","BPA1","2022-03-08","2022-03-09","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-25-002847","BPA2","2022-04-25","2022-04-25","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-13-006080","BPA2","2022-07-13","2022-07-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-18-004859","BPA1","2022-06-18","2022-07-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-26-006562","BPA1","2022-07-26",NULL,"INITIATED",NULL,NULL
"Sundargarh","BP-SNG-2022-04-30-003056","BPA1","2022-04-30","2022-05-01","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-26-006563","BPA1","2022-07-26","2022-07-27","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-17-006221","BPA1","2022-07-17",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-08-005918","BPA1","2022-07-08","2022-07-09","APPROVED","BP/CTC/000426","2022-07-22"
"Sambalpur","BP-SMB-2022-07-20-006384","BPA1","2022-07-20","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-01-005626","BPA1","2022-07-01","2022-07-01","APPROVED","BP/BAM/000355","2022-07-13"
"Berhampur","BP-BAM-2022-07-11-006006","BPA1","2022-07-11","2022-07-19","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-26-006569","BPA1","2022-07-26","2022-07-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-07-15-006176","BPA1","2022-07-15","2022-07-16","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-15-006175","BPA1","2022-07-15","2022-07-15","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-17-004805","BPA2","2022-06-17","2022-07-06","APPROVED","BP/CTC/000451","2022-07-26"
"Berhampur","BP-BAM-2022-07-11-005990","BPA1","2022-07-11","2022-07-13","APPROVED","BP/BAM/000471","2022-07-28"
"Sundargarh","BP-SNG-2022-06-21-004944","BPA1","2022-06-21","2022-06-24","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-02-004042","BPA1","2022-06-02","2022-06-02","APPROVED","BP/BMC/000405","2022-07-20"
"Berhampur","BP-BAM-2022-07-17-006223","BPA1","2022-07-17","2022-07-17","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-14-000875","BPA1","2022-02-14","2022-02-15","APPROVED","BP/BMC/000374","2022-07-16"
"Berhampur","BP-BAM-2022-05-17-003648","BPA1","2022-05-17","2022-05-18","APPROVED","BP/BAM/000380","2022-07-17"
"Sundargarh","BP-SNG-2022-07-10-005977","BPA1","2022-07-10","2022-07-11","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-22-001873","BPA1","2022-03-22","2022-03-22","APPROVED","BP/BMC/000472","2022-07-29"
"Berhampur","BP-BAM-2022-06-18-004819","BPA1","2022-06-18","2022-06-18","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-07-01-005627","BPA1","2022-07-01","2022-07-01","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-14-006116","BPA2","2022-07-14","2022-07-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-04-001356","BPA1","2022-03-04","2022-03-24","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-04-003189","BPA1","2022-05-04","2022-05-05","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-22-002736","BPA1","2022-04-22","2022-04-22","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-07-15-006180","BPA1","2022-07-15","2022-07-28","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-15-003627","BPA1","2022-05-15","2022-05-16","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-04-005755","BPA1","2022-07-04","2022-07-05","APPROVED","BP/BMC/000429","2022-07-23"
"Cuttack","BP-CTC-2022-05-18-003697","BPA1","2022-05-18","2022-07-26","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-26-000545","BPA1","2022-01-26","2022-02-09","APPROVED","BP/BDA/000101","2022-04-11"
"Bhubaneswar","BP-BMC-2022-04-08-002345","BPA2","2022-04-08","2022-04-27","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Sambalpur","BP-SMB-2022-07-22-006461","BPA1","2022-07-22",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2021-12-09-000189","BPA1","2021-12-09","2021-12-15","APPROVED",NULL,NULL
"Rourkela","BP-RRK-2022-06-01-003983","BPA1","2022-06-01","2022-06-10","APPROVED","BP/RRK/000362","2022-07-14"
"Sambalpur","BP-SMB-2022-02-08-000751","BPA1","2022-02-08",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-08-005920","BPA1","2022-07-08","2022-07-08","APPROVED","BP/CTC/000412","2022-07-21"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-12-006013","BPA1","2022-07-12","2022-07-13","APPROVED","BP/BDA/000430","2022-07-23"
"Cuttack","BP-CTC-2022-07-05-005805","BPA1","2022-07-05","2022-07-06","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-20-004897","BPA2","2022-06-20","2022-06-21","APPROVED","BP/BMC/000395","2022-07-19"
"Cuttack","BP-CTC-2022-06-28-005482","BPA2","2022-06-28","2022-06-28","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-21-006407","BPA1","2022-07-21","2022-07-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-23-006483","BPA2","2022-07-23","2022-07-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-27-002937","BPA1","2022-04-27","2022-05-01","APPROVED","BP/BDA/000427","2022-07-22"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-27-002934","BPA1","2022-04-27","2022-05-01","APPROVED","BP/BDA/000428","2022-07-22"
"Bhubaneswar","BP-BMC-2022-04-11-002430","BPA1","2022-04-11","2022-04-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-29-003842","BPA2","2022-05-29","2022-06-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-17-004811","BPA1","2022-06-17","2022-07-04","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Cuttack","BP-CTC-2022-07-07-005872","BPA1","2022-07-07","2022-07-07","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-07-01-005636","BPA1","2022-07-01","2022-07-02","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-16-006212","BPA1","2022-07-16","2022-07-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-02-001285","BPA1","2022-03-02","2022-03-03","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-07-13-006049","BPA1","2022-07-13","2022-07-13","APPROVAL_INPROGRESS",NULL,NULL
"Sambalpur","BP-SMB-2022-03-15-001743","BPA1","2022-03-15","2022-07-05","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-23-005036","BPA1","2022-06-23","2022-06-23","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-24-005071","BPA1","2022-06-24","2022-06-24","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-06-24-005069","BPA1","2022-06-24","2022-06-24","APPROVED","BP/BAM/000373","2022-07-16"
"Berhampur","BP-BAM-2022-06-02-004054","BPA1","2022-06-02","2022-06-02","APPROVED","BP/BAM/000383","2022-07-18"
"Bhubaneswar","BP-BMC-2022-07-19-006313","BPA2","2022-07-19","2022-07-20","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-16-006183","BPA1","2022-07-16","2022-07-16","APPROVED","BP/CTC/000452","2022-07-26"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-18-004833","BPA1","2022-06-18","2022-07-08","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-15-001707","BPA2","2022-03-15","2022-03-15","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-18-004837","BPA1","2022-06-18","2022-07-08","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-18-004868","BPA1","2022-06-18","2022-06-22","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-16-006187","BPA1","2022-07-16","2022-07-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-03-13-001651","BPA1","2022-03-13","2022-05-31","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-16-006186","BPA1","2022-07-16",NULL,"PENDING_APPL_FEE",NULL,NULL
"Sambalpur","BP-SMB-2022-06-13-004682","BPA1","2022-06-13","2022-06-13","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-03-005678","BPA1","2022-07-03","2022-07-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-16-006213","BPA1","2022-07-16","2022-07-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-01-005635","BPA1","2022-07-01","2022-07-06","APPROVED","BP/BAM/000378","2022-07-17"
"Bhubaneswar","BP-BMC-2022-07-07-005869","BPA1","2022-07-07","2022-07-07","APPROVED","BP/BMC/000368","2022-07-15"
"Berhampurdevelopmentauthority","BP-BED-2022-06-29-005542","BPA1","2022-06-29",NULL,"APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-07-005857","BPA2","2022-07-07","2022-07-07","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL
"Berhampur","BP-BAM-2022-06-16-004769","BPA2","2022-06-16","2022-07-16","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002725","BPA1","2022-04-21","2022-04-24","APPROVAL_INPROGRESS",NULL,NULL
"Rourkela","BP-RRK-2022-07-26-006572","BPA1","2022-07-26",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-22-006419","BPA1","2022-07-22","2022-07-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-19-006288","BPA1","2022-07-19","2022-07-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-12-002473","BPA1","2022-04-12","2022-04-12","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-13-002509","BPA1","2022-04-13","2022-04-22","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-30-005613","BPA1","2022-06-30","2022-06-30","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-08-002357","BPA1","2022-04-08","2022-04-11","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Sambalpur","BP-SMB-2022-02-07-000722","BPA1","2022-02-07","2022-07-14","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-19-006314","BPA1","2022-07-19","2022-07-21","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-03-31-002057","BPA2","2022-03-31","2022-04-01","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Cuttack","BP-CTC-2022-07-01-005623","BPA1","2022-07-01","2022-07-08","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-06-001431","BPA1","2022-03-06","2022-07-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-31-003933","BPA1","2022-05-31","2022-06-01","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-02-27-001214","BPA1","2022-02-27","2022-07-21","APPROVED","BP/CTC/000460","2022-07-27"
"Berhampur","BP-BAM-2022-06-18-004852","BPA1","2022-06-18","2022-07-13","APPROVED","BP/BAM/000421","2022-07-22"
"Rourkela","BP-RRK-2022-06-30-005620","BPA1","2022-06-30","2022-07-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-17-001799","BPA2","2022-03-17","2022-04-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-07-10-005964","BPA1","2022-07-10","2022-07-10","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-06-003297","BPA2","2022-05-06","2022-05-18","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-21-006415","BPA1","2022-07-21","2022-07-22","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-02-005670","BPA2","2022-07-02","2022-07-21","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-15-004728","BPA1","2022-06-15","2022-07-09","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Cuttack","BP-CTC-2022-06-15-004729","BPA1","2022-06-15","2022-07-09","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-05-005791","BPA1","2022-07-05","2022-07-05","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-14-006105","BPA2","2022-07-14","2022-07-16","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-25-001941","BPA1","2022-03-25","2022-07-04","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-15-001713","BPA1","2022-03-15","2022-03-15","APPROVAL_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-06-23-005068","BPA1","2022-06-23","2022-07-14","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Cuttack","BP-CTC-2022-07-16-006206","BPA1","2022-07-16","2022-07-16","APPROVED","BP/CTC/000464","2022-07-27"
"Berhampur","BP-BAM-2022-07-22-006436","BPA1","2022-07-22",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-28-001980","BPA2","2022-03-28","2022-03-30","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-20-006358","BPA1","2022-07-20","2022-07-26","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-01-29-000578","BPA1","2022-01-29","2022-03-08","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-28-005505","BPA1","2022-06-28","2022-06-29","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-09-005952","BPA1","2022-07-09","2022-07-09","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001778","BPA1","2022-03-16","2022-03-17","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-30-002021","BPA1","2022-03-30","2022-04-01","APPROVED","BP/BMC/000455","2022-07-26"
"Bhubaneswar","BP-BMC-2022-06-17-004773","BPA1","2022-06-17","2022-06-17","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-19-004872","BPA1","2022-06-19","2022-06-19","APPROVED","BP/BDA/000462","2022-07-27"
"Cuttack","BP-CTC-2022-06-16-004768","BPA1","2022-06-16","2022-07-06","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001539","BPA2","2022-03-09","2022-03-09","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-07-16-006198","BPA1","2022-07-16","2022-07-19","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-12-001636","BPA1","2022-03-12","2022-03-14","APPROVED","BP/BMC/000449","2022-07-26"
"Bhubaneswar","BP-BMC-2022-07-12-006014","BPA1","2022-07-12","2022-07-12","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-22-002748","BPA1","2022-04-22","2022-04-22","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Berhampur","BP-BAM-2022-07-06-005828","BPA2","2022-07-06","2022-07-09","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-08-005937","BPA1","2022-07-08","2022-07-08","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-10-005967","BPA1","2022-07-10","2022-07-10","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-21-001860","BPA1","2022-03-21","2022-04-13","APPROVED","BP/BMC/000422","2022-07-22"
"Berhampur","BP-BAM-2022-06-29-005539","BPA1","2022-06-29","2022-07-22","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampur","BP-BAM-2022-07-03-005679","BPA1","2022-07-03","2022-07-05","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-07-12-006044","BPA1","2022-07-12","2022-07-12","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-02-002122","BPA1","2022-04-02","2022-04-13","APPROVED","BP/BMC/000424","2022-07-22"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-26-001957","BPA2","2022-03-26","2022-03-26","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-26-006595","BPA1","2022-07-26","2022-07-27","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-03-001332","BPA1","2022-03-03","2022-03-03","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Berhampur","BP-BAM-2022-07-04-005712","BPA1","2022-07-04","2022-07-04","PENDING_SANC_FEE_PAYMENT",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-07-05-005801","BPA2","2022-07-05","2022-07-08","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-06-01-003955","BPA1","2022-06-01","2022-06-02","PENDING_SANC_FEE_PAYMENT",NULL,NULL
